OTUNumber	OTUConTaxonomy	door_in_1	door_in_2	faucet_handle_1	faucet_handle_2	sink_floor_1	sink_floor_2	soap_dispenser_1	stall_in_1	toilet_floor_1	toilet_floor_2	toilet_flush_handle_1	toilet_flush_handle_2	toilet_seat_1	toilet_seat_2
Otu02042	"Bacteria(100);unclassified(100);unclassified(100);unclassified(100);unclassified(100);unclassified(100);"	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Otu02043	"Bacteria(100);Actinobacteria(100);Actinobacteria(100);Bifidobacteriales(100);Bifidobacteriaceae(100);Bifidobacterium(100);"	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Otu02044	"Bacteria(100);Actinobacteria(100);Actinobacteria(100);Actinomycetales(100);unclassified(100);unclassified(100);"	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Otu02045	"Bacteria(100);Bacteroidetes(100);Sphingobacteriia(100);Sphingobacteriales(100);Sphingobacteriaceae(100);unclassified(100);"	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Otu02046	"Bacteria(100);unclassified(100);unclassified(100);unclassified(100);unclassified(100);unclassified(100);"	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Otu02047	"Bacteria(100);Actinobacteria(100);Actinobacteria(100);Actinomycetales(100);unclassified(100);unclassified(100);"	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Otu02048	"Bacteria(100);unclassified(100);unclassified(100);unclassified(100);unclassified(100);unclassified(100);"	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Otu02049	"Bacteria(100);Proteobacteria(100);unclassified(100);unclassified(100);unclassified(100);unclassified(100);"	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Otu02050	"Bacteria(100);Bacteroidetes(100);Cytophagia(100);Cytophagales(100);Cytophagaceae(100);Hymenobacter(100);"	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Otu02051	"Bacteria(100);Firmicutes(100);Bacilli(100);Lactobacillales(100);Carnobacteriaceae(100);Granulicatella(100);"	0	0	0	0	0	0	1	0	0	0	0	0	0	0
Otu02052	"Bacteria(100);Actinobacteria(100);Actinobacteria(100);Actinomycetales(100);unclassified(100);unclassified(100);"	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Otu02053	"Bacteria(100);Bacteroidetes(100);unclassified(100);unclassified(100);unclassified(100);unclassified(100);"	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Otu02054	"Bacteria(100);unclassified(100);unclassified(100);unclassified(100);unclassified(100);unclassified(100);"	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Otu02055	"Bacteria(100);unclassified(100);unclassified(100);unclassified(100);unclassified(100);unclassified(100);"	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Otu02056	"Bacteria(100);Actinobacteria(100);Actinobacteria(100);Actinomycetales(100);Corynebacteriaceae(100);Corynebacterium(100);"	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Otu02057	"Bacteria(100);unclassified(100);unclassified(100);unclassified(100);unclassified(100);unclassified(100);"	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Otu02058	"Bacteria(100);Actinobacteria(100);Actinobacteria(100);Gaiellales(100);Gaiellaceae(100);Gaiella(100);"	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Otu02059	"Bacteria(100);Actinobacteria(100);Actinobacteria(100);Actinomycetales(100);unclassified(100);unclassified(100);"	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Otu02060	"Bacteria(100);Bacteroidetes(100);Flavobacteriia(100);Flavobacteriales(100);Flavobacteriaceae(100);Chryseobacterium(100);"	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Otu02061	"Bacteria(100);Proteobacteria(100);Alphaproteobacteria(100);Rhodospirillales(100);Acetobacteraceae(100);Belnapia(100);"	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Otu02062	"Bacteria(100);Proteobacteria(100);Gammaproteobacteria(100);Pseudomonadales(100);Pseudomonadaceae(100);Pseudomonas(100);"	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Otu02063	"Bacteria(100);Bacteroidetes(100);Sphingobacteriia(100);Sphingobacteriales(100);Chitinophagaceae(100);unclassified(100);"	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Otu02064	"Bacteria(100);Proteobacteria(100);Alphaproteobacteria(100);Rhodospirillales(100);Acetobacteraceae(100);unclassified(100);"	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Otu02065	"Bacteria(100);unclassified(100);unclassified(100);unclassified(100);unclassified(100);unclassified(100);"	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Otu02066	"Bacteria(100);Bacteroidetes(100);Sphingobacteriia(100);Sphingobacteriales(100);Chitinophagaceae(100);unclassified(100);"	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Otu02067	"Bacteria(100);Chloroflexi(100);Anaerolineae(100);Anaerolineales(100);Anaerolineaceae(100);unclassified(100);"	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Otu02068	"Bacteria(100);Actinobacteria(100);Actinobacteria(100);Actinomycetales(100);Microbacteriaceae(100);Agromyces(100);"	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Otu02069	"Bacteria(100);unclassified(100);unclassified(100);unclassified(100);unclassified(100);unclassified(100);"	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Otu02070	"Bacteria(100);Bacteroidetes(100);Cytophagia(100);Cytophagales(100);Cytophagaceae(100);Hymenobacter(100);"	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Otu02071	"Bacteria(100);unclassified(100);unclassified(100);unclassified(100);unclassified(100);unclassified(100);"	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Otu02072	"Bacteria(100);Proteobacteria(100);Alphaproteobacteria(100);Rhizobiales(100);Methylobacteriaceae(100);Methylobacterium(100);"	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Otu02073	"Bacteria(100);Candidatus_Saccharibacteria(100);unclassified(100);unclassified(100);unclassified(100);unclassified(100);"	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Otu02074	"Bacteria(100);Actinobacteria(100);Actinobacteria(100);Actinomycetales(100);Kineosporiaceae(100);Kineosporia(100);"	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Otu02075	"Bacteria(100);Actinobacteria(100);Actinobacteria(100);Actinomycetales(100);unclassified(100);unclassified(100);"	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Otu02076	"Bacteria(100);Proteobacteria(100);Alphaproteobacteria(100);Sphingomonadales(100);Sphingomonadaceae(100);Sphingomonas(100);"	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Otu02077	"Bacteria(100);Actinobacteria(100);Actinobacteria(100);Actinomycetales(100);Micrococcaceae(100);Arthrobacter(100);"	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Otu02078	"Bacteria(100);Actinobacteria(100);Actinobacteria(100);Solirubrobacterales(100);unclassified(100);unclassified(100);"	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Otu02079	"Bacteria(100);Actinobacteria(100);Actinobacteria(100);Actinomycetales(100);Pseudonocardiaceae(100);unclassified(100);"	0	0	0	0	0	0	1	0	0	0	0	0	0	0
Otu02080	"Bacteria(100);Actinobacteria(100);Actinobacteria(100);Actinomycetales(100);unclassified(100);unclassified(100);"	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Otu02081	"Bacteria(100);Bacteroidetes(100);Sphingobacteriia(100);Sphingobacteriales(100);Chitinophagaceae(100);unclassified(100);"	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Otu02082	"Bacteria(100);Bacteroidetes(100);Sphingobacteriia(100);Sphingobacteriales(100);Sphingobacteriaceae(100);Pedobacter(100);"	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Otu02083	"Bacteria(100);Proteobacteria(100);Alphaproteobacteria(100);Sphingomonadales(100);unclassified(100);unclassified(100);"	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Otu02084	"Bacteria(100);Actinobacteria(100);Actinobacteria(100);Actinomycetales(100);Micromonosporaceae(100);unclassified(100);"	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Otu02085	"Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Lachnospiraceae(100);unclassified(100);"	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Otu02086	"Bacteria(100);Bacteroidetes(100);Cytophagia(100);Cytophagales(100);Cytophagaceae(100);unclassified(100);"	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Otu02087	"Bacteria(100);Chloroflexi(100);Chloroflexia(100);Chloroflexales(100);unclassified(100);unclassified(100);"	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Otu02088	"Bacteria(100);Bacteroidetes(100);unclassified(100);unclassified(100);unclassified(100);unclassified(100);"	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Otu02089	"Bacteria(100);Proteobacteria(100);Betaproteobacteria(100);Burkholderiales(100);Comamonadaceae(100);unclassified(100);"	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu02090	"Bacteria(100);Actinobacteria(100);Actinobacteria(100);Actinomycetales(100);Propionibacteriaceae(100);Friedmanniella(100);"	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Otu02091	"Bacteria(100);unclassified(100);unclassified(100);unclassified(100);unclassified(100);unclassified(100);"	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Otu02092	"Bacteria(100);Firmicutes(100);Bacilli(100);Lactobacillales(100);unclassified(100);unclassified(100);"	0	0	0	0	0	0	1	0	0	0	0	0	0	0
Otu02093	"Bacteria(100);Actinobacteria(100);Actinobacteria(100);Actinomycetales(100);Nocardioidaceae(100);unclassified(100);"	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Otu02094	"Bacteria(100);unclassified(100);unclassified(100);unclassified(100);unclassified(100);unclassified(100);"	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Otu02095	"Bacteria(100);unclassified(100);unclassified(100);unclassified(100);unclassified(100);unclassified(100);"	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Otu02096	"Bacteria(100);Actinobacteria(100);Actinobacteria(100);Actinomycetales(100);unclassified(100);unclassified(100);"	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Otu02097	"Bacteria(100);Bacteroidetes(100);Cytophagia(100);Cytophagales(100);Cytophagaceae(100);Hymenobacter(100);"	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Otu02098	"Bacteria(100);Proteobacteria(100);Gammaproteobacteria(100);Pseudomonadales(100);Moraxellaceae(100);Acinetobacter(100);"	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Otu02099	"Bacteria(100);Proteobacteria(100);Alphaproteobacteria(100);Rhodobacterales(100);Rhodobacteraceae(100);unclassified(100);"	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Otu02100	"Bacteria(100);Fusobacteria(100);Fusobacteriia(100);Fusobacteriales(100);Leptotrichiaceae(100);Leptotrichia(100);"	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Otu02101	"Bacteria(100);Actinobacteria(100);Actinobacteria(100);Actinomycetales(100);Intrasporangiaceae(100);Phycicoccus(100);"	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Otu02102	"Bacteria(100);Actinobacteria(100);Actinobacteria(100);Acidimicrobiales(100);Iamiaceae(100);Iamia(100);"	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Otu02103	"Bacteria(100);Firmicutes(100);unclassified(100);unclassified(100);unclassified(100);unclassified(100);"	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Otu02104	"Bacteria(100);Bacteroidetes(100);Cytophagia(100);Cytophagales(100);Cytophagaceae(100);Hymenobacter(100);"	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Otu02105	"Bacteria(100);Proteobacteria(100);Gammaproteobacteria(100);Pseudomonadales(100);Moraxellaceae(100);Acinetobacter(100);"	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Otu02106	"Bacteria(100);Proteobacteria(100);Alphaproteobacteria(100);unclassified(100);unclassified(100);unclassified(100);"	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Otu02107	"Bacteria(100);Actinobacteria(100);Actinobacteria(100);Actinomycetales(100);Nocardioidaceae(100);Nocardioides(100);"	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Otu02108	"Bacteria(100);Actinobacteria(100);Actinobacteria(100);Actinomycetales(100);Corynebacteriaceae(100);Corynebacterium(100);"	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Otu02109	"Bacteria(100);Bacteroidetes(100);Sphingobacteriia(100);Sphingobacteriales(100);Chitinophagaceae(100);unclassified(100);"	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Otu02110	"Bacteria(100);Bacteroidetes(100);Cytophagia(100);Cytophagales(100);Cytophagaceae(100);Hymenobacter(100);"	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Otu02111	"Bacteria(100);Proteobacteria(100);Alphaproteobacteria(100);unclassified(100);unclassified(100);unclassified(100);"	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Otu02112	"Bacteria(100);Bacteroidetes(100);Cytophagia(100);Cytophagales(100);Cytophagaceae(100);Hymenobacter(100);"	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Otu02113	"Bacteria(100);Proteobacteria(100);Alphaproteobacteria(100);unclassified(100);unclassified(100);unclassified(100);"	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Otu02114	"Bacteria(100);unclassified(100);unclassified(100);unclassified(100);unclassified(100);unclassified(100);"	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Otu02115	"Bacteria(100);Actinobacteria(100);Actinobacteria(100);Actinomycetales(100);unclassified(100);unclassified(100);"	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Otu02116	"Bacteria(100);unclassified(100);unclassified(100);unclassified(100);unclassified(100);unclassified(100);"	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Otu02117	"Bacteria(100);Actinobacteria(100);Actinobacteria(100);Actinomycetales(100);unclassified(100);unclassified(100);"	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Otu02118	"Bacteria(100);Actinobacteria(100);Actinobacteria(100);Gaiellales(100);Gaiellaceae(100);Gaiella(100);"	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Otu02119	"Bacteria(100);Actinobacteria(100);Actinobacteria(100);Actinomycetales(100);unclassified(100);unclassified(100);"	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Otu02120	"Bacteria(100);unclassified(100);unclassified(100);unclassified(100);unclassified(100);unclassified(100);"	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Otu02121	"Bacteria(100);unclassified(100);unclassified(100);unclassified(100);unclassified(100);unclassified(100);"	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Otu02122	"Bacteria(100);Proteobacteria(100);Alphaproteobacteria(100);Sphingomonadales(100);Sphingomonadaceae(100);Sphingomonas(100);"	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Otu02123	"Bacteria(100);Actinobacteria(100);Actinobacteria(100);Actinomycetales(100);unclassified(100);unclassified(100);"	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Otu02124	"Bacteria(100);unclassified(100);unclassified(100);unclassified(100);unclassified(100);unclassified(100);"	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Otu02125	"Bacteria(100);Actinobacteria(100);Actinobacteria(100);Acidimicrobiales(100);unclassified(100);unclassified(100);"	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Otu02126	"Bacteria(100);Candidatus_Saccharibacteria(100);unclassified(100);unclassified(100);unclassified(100);unclassified(100);"	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Otu02127	"Bacteria(100);Proteobacteria(100);Alphaproteobacteria(100);Rhodospirillales(100);Rhodospirillaceae(100);Skermanella(100);"	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Otu02128	"Bacteria(100);Bacteroidetes(100);unclassified(100);unclassified(100);unclassified(100);unclassified(100);"	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Otu02129	"Bacteria(100);Actinobacteria(100);Actinobacteria(100);Actinomycetales(100);Actinomycetaceae(100);Varibaculum(100);"	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Otu02130	"Bacteria(100);Proteobacteria(100);Alphaproteobacteria(100);Rhodospirillales(100);Acetobacteraceae(100);unclassified(100);"	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Otu02131	"Bacteria(100);Actinobacteria(100);Actinobacteria(100);Actinomycetales(100);Nocardioidaceae(100);Marmoricola(100);"	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Otu02132	"Bacteria(100);Proteobacteria(100);Gammaproteobacteria(100);Pseudomonadales(100);Moraxellaceae(100);Acinetobacter(100);"	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Otu02133	"Bacteria(100);unclassified(100);unclassified(100);unclassified(100);unclassified(100);unclassified(100);"	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Otu02134	"Bacteria(100);Proteobacteria(100);Gammaproteobacteria(100);Xanthomonadales(100);Xanthomonadaceae(100);unclassified(100);"	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu02135	"Bacteria(100);Bacteroidetes(100);Flavobacteriia(100);Flavobacteriales(100);Flavobacteriaceae(100);unclassified(100);"	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Otu02136	"Bacteria(100);Proteobacteria(100);Gammaproteobacteria(100);Enterobacteriales(100);Enterobacteriaceae(100);unclassified(100);"	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Otu02137	"Bacteria(100);Actinobacteria(100);Actinobacteria(100);Actinomycetales(100);Nocardioidaceae(100);Marmoricola(100);"	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Otu02138	"Bacteria(100);Actinobacteria(100);Actinobacteria(100);Actinomycetales(100);unclassified(100);unclassified(100);"	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Otu02139	"Bacteria(100);unclassified(100);unclassified(100);unclassified(100);unclassified(100);unclassified(100);"	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Otu02140	"Bacteria(100);Actinobacteria(100);Actinobacteria(100);Actinomycetales(100);Corynebacteriaceae(100);unclassified(100);"	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Otu02141	"Bacteria(100);Proteobacteria(100);Alphaproteobacteria(100);Rhodospirillales(100);Acetobacteraceae(100);unclassified(100);"	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Otu02142	"Bacteria(100);Actinobacteria(100);Actinobacteria(100);Solirubrobacterales(100);unclassified(100);unclassified(100);"	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Otu02143	"Bacteria(100);Actinobacteria(100);Actinobacteria(100);Actinomycetales(100);Mycobacteriaceae(100);Mycobacterium(100);"	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Otu02144	"Bacteria(100);Proteobacteria(100);Alphaproteobacteria(100);Sphingomonadales(100);Sphingomonadaceae(100);unclassified(100);"	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Otu02145	"Bacteria(100);Proteobacteria(100);Alphaproteobacteria(100);Sphingomonadales(100);Sphingomonadaceae(100);Sphingomonas(100);"	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Otu02146	"Bacteria(100);Actinobacteria(100);Actinobacteria(100);Actinomycetales(100);Intrasporangiaceae(100);unclassified(100);"	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Otu02147	"Bacteria(100);unclassified(100);unclassified(100);unclassified(100);unclassified(100);unclassified(100);"	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Otu02148	"Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Clostridiales_Incertae_Sedis_XI(100);Peptoniphilus(100);"	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Otu02149	"Bacteria(100);unclassified(100);unclassified(100);unclassified(100);unclassified(100);unclassified(100);"	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Otu02150	"Bacteria(100);Proteobacteria(100);Alphaproteobacteria(100);Sphingomonadales(100);Sphingomonadaceae(100);Sphingopyxis(100);"	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Otu02151	"Bacteria(100);Proteobacteria(100);Alphaproteobacteria(100);unclassified(100);unclassified(100);unclassified(100);"	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Otu02152	"Bacteria(100);unclassified(100);unclassified(100);unclassified(100);unclassified(100);unclassified(100);"	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Otu02153	"Bacteria(100);Proteobacteria(100);Gammaproteobacteria(100);Enterobacteriales(100);Enterobacteriaceae(100);Buchnera(100);"	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Otu02154	"Bacteria(100);Proteobacteria(100);Gammaproteobacteria(100);Pseudomonadales(100);Moraxellaceae(100);Acinetobacter(100);"	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Otu02155	"Bacteria(100);Actinobacteria(100);Actinobacteria(100);Actinomycetales(100);Nocardioidaceae(100);Marmoricola(100);"	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Otu02156	"Bacteria(100);Firmicutes(100);Bacilli(100);Bacillales(100);Planococcaceae(100);Paenisporosarcina(100);"	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Otu02157	"Bacteria(100);unclassified(100);unclassified(100);unclassified(100);unclassified(100);unclassified(100);"	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Otu02158	"Bacteria(100);unclassified(100);unclassified(100);unclassified(100);unclassified(100);unclassified(100);"	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Otu02159	"Bacteria(100);Bacteroidetes(100);Sphingobacteriia(100);Sphingobacteriales(100);Sphingobacteriaceae(100);Mucilaginibacter(100);"	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Otu02160	"Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Clostridiales_Incertae_Sedis_XI(100);Peptoniphilus(100);"	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Otu02161	"Bacteria(100);Actinobacteria(100);Actinobacteria(100);Actinomycetales(100);unclassified(100);unclassified(100);"	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Otu02162	"Bacteria(100);Actinobacteria(100);Actinobacteria(100);Actinomycetales(100);unclassified(100);unclassified(100);"	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Otu02163	"Bacteria(100);Bacteroidetes(100);Flavobacteriia(100);Flavobacteriales(100);Flavobacteriaceae(100);Flavobacterium(100);"	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Otu02164	"Bacteria(100);Actinobacteria(100);Actinobacteria(100);Actinomycetales(100);Micromonosporaceae(100);unclassified(100);"	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Otu02165	"Bacteria(100);Firmicutes(100);Bacilli(100);Bacillales(100);Bacillales_Incertae_Sedis_XII(100);Exiguobacterium(100);"	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Otu02166	"Bacteria(100);Proteobacteria(100);Alphaproteobacteria(100);Rhodospirillales(100);Rhodospirillaceae(100);unclassified(100);"	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Otu02167	"Bacteria(100);Bacteroidetes(100);Cytophagia(100);Cytophagales(100);Cytophagaceae(100);Hymenobacter(100);"	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Otu02168	"Bacteria(100);unclassified(100);unclassified(100);unclassified(100);unclassified(100);unclassified(100);"	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Otu02169	"Bacteria(100);Actinobacteria(100);Actinobacteria(100);Actinomycetales(100);Nocardioidaceae(100);Nocardioides(100);"	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Otu02170	"Bacteria(100);Actinobacteria(100);unclassified(100);unclassified(100);unclassified(100);unclassified(100);"	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Otu02171	"Bacteria(100);unclassified(100);unclassified(100);unclassified(100);unclassified(100);unclassified(100);"	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Otu02172	"Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Clostridiales_Incertae_Sedis_XI(100);Anaerococcus(100);"	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Otu02173	"Bacteria(100);Proteobacteria(100);Betaproteobacteria(100);Burkholderiales(100);Burkholderiales_incertae_sedis(100);Aquabacterium(100);"	0	0	0	0	0	0	1	0	0	0	0	0	0	0
Otu02174	"Bacteria(100);Actinobacteria(100);Actinobacteria(100);Actinomycetales(100);Micrococcaceae(100);Kocuria(100);"	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Otu02175	"Bacteria(100);Actinobacteria(100);Actinobacteria(100);Actinomycetales(100);unclassified(100);unclassified(100);"	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Otu02176	"Bacteria(100);Actinobacteria(100);Actinobacteria(100);Actinomycetales(100);Micrococcaceae(100);unclassified(100);"	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Otu02177	"Bacteria(100);Bacteroidetes(100);unclassified(100);unclassified(100);unclassified(100);unclassified(100);"	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Otu02178	"Bacteria(100);Actinobacteria(100);Actinobacteria(100);Acidimicrobiales(100);Iamiaceae(100);Iamia(100);"	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Otu02179	"Bacteria(100);Firmicutes(100);Bacilli(100);Lactobacillales(100);Lactobacillaceae(100);Pediococcus(100);"	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Otu02180	"Bacteria(100);Actinobacteria(100);Actinobacteria(100);Actinomycetales(100);Propionibacteriaceae(100);unclassified(100);"	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Otu02181	"Bacteria(100);Actinobacteria(100);Actinobacteria(100);Actinomycetales(100);Mycobacteriaceae(100);Mycobacterium(100);"	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Otu02182	"Bacteria(100);Bacteroidetes(100);Cytophagia(100);Cytophagales(100);Cytophagaceae(100);Dyadobacter(100);"	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Otu02183	"Bacteria(100);Actinobacteria(100);Actinobacteria(100);Actinomycetales(100);unclassified(100);unclassified(100);"	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Otu02184	"Bacteria(100);Actinobacteria(100);Actinobacteria(100);Actinomycetales(100);Propionibacteriaceae(100);unclassified(100);"	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Otu02185	"Bacteria(100);Proteobacteria(100);Betaproteobacteria(100);Burkholderiales(100);unclassified(100);unclassified(100);"	0	0	0	0	0	0	0	0	0	0	1	0	0	0
